otsikko,teksti,tahdet,url,kieli
Hyvin toimii,"Eipä näissä moitittavaa ole, hyvin vaimentaa pesukoneen mölyä.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
kumitassut   4 kpl,ajavat asiansa  sai helposti laitettua aikaisemmin ei ole ollut,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kumitassut,Todella kätevät Olen aina ostanut koneen alle tassut.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Hyvin toimii,Oikein hyvin toimivag ja kestävän oloiset kumitassut. Näiden kanssa kannattaa huomioida että varsinkin pesutornin kanssa laitteet tulevat keinumaan enemmän kuin ilman vaikka tärinä ja melu olisikin pienempää.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Uutta meillä,"Ylitti odotukset ! Uusi tuote meille, mutta hyvältä vaikuttaa.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Arvostelu 4/5,"Kumitassut toimivat hyvin. Pieni miinus, että koneen lingotessa ne saattavat joskus elää hieman koneen alla, mutta tätä ei tapahdu usein.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
toimii,Saa alakerran naapurikin olla rauhassa kun vaimentaa äänet,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kumitassut,Hyvät. pitää koneen paikallaan ja vaimentaa vähän myös ääntä.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Tärinää vaimentavat tassut puuttuvat,"Ostin pesukoneen noin vuosi sitten, ja sen mukana tuli tärinää vaimentavat tassut. Asennus hoidettiin silloin, mutta kone on ollut siitä huolimatta äänekäs. Nyt muuton yhteydessä huomasin, että tassuja ei ollutkaan asennettu. Tämä on todella harmillista.",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kumitassut,Vähentää linkoustärinää ja pysyy hyvin paikoillaan,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kumitassut koneelle,"Korkeutta pystyy säätämään näillä, että saat koneen tasapainoon.Todella kätevät.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Toimii,"Oikein hyvä ratkaisu oli ostaa nämä pesukoneen alle.  Paksua kumia, riittävästi tilaa pesukoneen jaloille. Hiljainen on kone lingotessa.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kumitassut hiljentää ääntä,Pyykinpesukoneen säätöjalkojen alle laitettavat kumitassut pitäisi olla vakiovarusteena kaikissa pesukoneissa. Onneksi myyjä ehdotti niiden hankkimista. Ne vähentävät koneen liikkumista ja ääntä.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
turha,"Ostin pesutornin verkkokaupasta, ja tuotesivulla kohteliaasti näkyi ""saattaisit pitää myös näistä"", ja ajattelin uuden pesutornin myötä ostaa kerralla hyvän kokonaisuuden. Tilasin siis myös kumitassut, mutta pesutornin asentaja sanoikin, että ei tuollaisia saa käyttä pesutornin kanssa, ja pelkällä pesukoneellakaan ei moisia tarvitse. Tuotteen kuvaus ei sano tästä mitään. Pakkauksen avasin heti asentajan saapuessa, joten ei ole edes palautuskelpoinen.",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
"Samsung yhteensopivat, hyvät tassut","Ostettu Samsung WW90T604CLN/S4 pyykinpesukoneen kanssa.Sopivat tuotteen kanssa yhteen, tassut hieman isommat kuin koneen jalat mutta hyvin pysyneet paikallaan.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kelpo aputassut,Oikein hyvin pitävät koneen paikoillaan isoimmissakin linkousnopeuksissa. Sopivan kokoiset!,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kumitassu,Toimii ei tärise pesukone pyykin koska kumitassut hoiti asian,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Pyykkikoneen kumitassut,Hyvät tassut mutta kiinnitys jalkaan saisi olla esim kaksipuoleisella teipillä - hankalahko asentaa jos pyykkikone on seinän lähellä-Seppo,4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=2,fi
Kumitassut pyykinpesukoneelle - toimivat!,Epäilin kumitassujen tehoa mutta kyllä ne hiukan hiljentävät jyminää. Hyvä edes niin. (Toki koneen tasapainotus on edelleen tärkeää.),4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Pesukoneen kumitassut,Erittäin hyvät ja kestävät tassut suojaamaan lattiaa sekä pitämään pesukoneen omalla paikallaan.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Hyvät tassut,Hyvin toimivat. Pesukone ei hievahdakaan. Kannatti ostaa.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Hiljainen pyykinpesukone,"Toimivat hyvin! Suosittelen etenkin, mikäli pyykinpesukone lingotessa pitää kovaa ääntä.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Pehmeät tassut,"Ostin pesukonetta varten, mutta ne valitettavasti sallivat pesukoneen täristä entistä enemmän, koska nehän tottakai joustavat. Sen sijaan siirsin ne kuivausrummun alle. Kuivausrummussa on kovat ja liukkaat muovitassut ja se luisteli  pesukoneen päällä. Ei luistele enää. Pysyy kuin liimattuna.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kumitassut,"Ei tuo kone nyt paljoa tärise ilmankaan, mutta näin edullisena hyvä ostos.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Tassut pyykkikoneen alle,Standaritassut pyykkikoneen alle. Pitänyt toistaiseksi koneen paikoillaan ja vähentänyt lattian kautta kuuluvaa pyykkikoneen ääntä. Hinta-laatu suhde kohdillaan.,4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Vaimentaa käyntiääntä,"Helpot on laittaa tassujen alle, niin ei kone liiku lingotessa ja ääni vaimenee mukavasti.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Toimii,"Hyvät tassut, pysyy kone vakaampana, auttavat, jos etenkin on lattiassa kaltevuutta.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Tärinän vaimennus,Vaimentaa tärinää ja pitää hyvin koneen paikallaan.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Hyvät kumitassut,Kone pysyy hyvin paikallaan näiden kumitassujen avulla.,4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kumitassut,Nämä kumitassut on ollut pelastus kaltevalle kylppärin lattialle. Pysyy pesukone paikoillaan ja siten ehjänä. 5/5.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Pitää koneen paikallaan,Hyvin pitää pyykkikoneen paikallaan lievästi kaltevalla lattialla. Hintakin edullinen.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kumittasut,Kumit eivät pässäneet pyykinpesukonella vaikka on myyty sen mukaan.,1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Hyvät tassut,Tekee mitä pittää tehä . Ei moitittavaa. Hyvän kokoiset myös.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Tossut,Vaimentaa ja pitää hyvin paikoillaan pesukoneen.Halvat,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kumitassut,Tuli tarpeeseen.Kone ei liiku enää kohti ovea.Suosittelen lämpimästi vaikka masaimiehille.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Tekee sen mitä pitää,"Vaimentaa pesukoneen tärinää ja ääntä niin, että pysyy shampoopullotkin koneen päällä paikallaan.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Laatutassut,"Pitää pesukoneen hyvin paikoillaan linkouksessa ja vaimentaa muutenkin ääniä hyvin. Valitsin nämä ohkaisemmat, jotta jää pyykkikoneen ja tason väliin enemmän ilmarakoa.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kylppärin lattia on kalteva,Tuli tarpeeseen kun lattia on kalteva. Kone pysyy nyt paikallaan.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kumitassut pyykinpesukoneelle,Koneen liikkuminen loppui ihan totaalisesti. Todella hyvät !,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kumitassut,Hintansa arvoiset . Ei pompi ei hypi kone enää. hyvin seisoo lingotessakin.,4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Kumitassut pesukoneelle.,"Tassut eivät luista lattialla ja saa korotettua toista reunaa koneesta, jos on liikaa kaatoa lattiassa.",3,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=3,fi
Tarpeettomat,"Asentaja suosituksesta ei asennettu pesutorniin, koska pesukone pysyy paikallaan nimenomaan ilman kumityynyjä,",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Tassut,Muualla 4.99€ hinta !!!! Suomen aina halvin on naurettavaa huijausta !,1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kumitassut pyykinpesukoneelle,"Aijemmin pyykinpesukoneeni lähti aina omille teilleen, mutta kumitassut asennettuani kone pysyy tiiviisti omalla paikallaan ja olen todella tyytyväinen tilanteeseen. Selkäkin kiittää, kun koneen siirtely on jäänyt pois. Suosittelen.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Pyykinpeuskoneen kumitassut,"Suosittelen, varsinkin jos asut kerrostalossa. Tassut pienentävät linkouksen ääniä sekä varmistavat että pesukone pysyy paikallaan.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Palautukseen..,Tilasin koska sivusto esitti näitä tilaukseen pesukoneen oston yhteydessä. Asentajan mukaan täysin turha tuote ainakin LG:n koneisin.,1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kumitassut toimivat,"Ostin nämä uuden koneen mukaan, joten hankala sanoa mikä on koneen ja mikä tassujen ansiota, mutta linkous sekä kuuluu että tuntuu vähemmän. Tassujen paikalleenasettelu oli vaikeaa ahtaassa tilassa, mutta toivottavasti niitä ei tarvitse ajatella nyt muutamaan vuoteen",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kumitassut pesukoneelle,"Tuote toimii hyvin, Pitää koneen paikallaa myös linkouksen aikana.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kumitassut,"Aika ohuet, mutta varmaan ne jonkin verran vaimentavat tärinää ja runkoääniä.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kumitassut pyykinpesukoneelle,Kumitassut vaimentavat hyvin pesukoneesta tulevat tärinät.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Toimii pesukoneella ja mikroaaltouunilla,"Olen ostanut näitä kahteen koneeseen: Ensiksi pyykinpesukoneen alle helpottamaan vaakaamista ja estämään koneen vaeltelua. Mikroaaltouunin ovi on sen verran tiukka, että muistuivat nämä tassut mieleen, kun ovea aukaistessa meinasi lähteä koko uuni liukumaan pöytätasolla. Ostin samanlaiset kuin pesukoneelleni. Toimivat: nyt ei lähde enää painava kone tai kuumat ruuat syllin.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Hoitavat homman,"Asialliset lätkät, reilun kokoisia ja vaikuttaa laadukkaalta kumilta tm. Hyvin vaimentavat ja asettuivat jalkoihin. Ehkä hinta ainut miinus mutta ei paha.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
gymitossu,"Turhaa p""""""kaa. Hyödyllinen ainoastaan päältätäytettävän koneen kanssa jos lattiassa paljon kaatoa.",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Olivat lopulta vain haitaksi,"RisutLaitoin nämä kumitassut uuden AEG kuivaavan pyykinpesukoneen alle. Tuloksena oli, että kone tärisi ja äänsi.Poistin tassut, jolloin sekä ääni, että tärinä vaimenivat. Kone oli kummassakin tapauksessa asetettu vaateriin pitkän vatupassin avulla tarkastamalla sekä pääly- että sivuosien suoruus.Tassut olivat siis turha ostos - ainakin näin painavaan koneeseen (liki 100kg), jossa tassut vain häiritsevät koneen omaa tasapainoa.RuusutPositiivista tuotteessa on kuitenkin se, että se nostaa kuivaavaa konetta ylemmäs lattiasta, jolloin ilmankierto tehostuu.",2,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kumitassut,"Tilasin kyseiset kumitassut pesukoneelle, kun meillä oli jyrkät kaadot lattiassa. Tassujen ansiosta kone pysyi lingotessa hyvin asennetussa paikassa.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kyllä kumitassut!,"Tarpeelliset ovat pyykinpesukoneen ""jalkoihin"", koska vaimentaa ja pitää koneen aloillaan lingotessa.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Vanhalle mörssärille laput,Pesukonessamme on ominaisuutena hakea uutta hiippakuntaa ajoittain. Nämä laput hillitsevät menohaluja ja on helppo asentaa.,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Totaalista turhuutta,"Koneen vapina lingotessa vain lisääntyy, kiitos tämän pehmeän lisäkorokkeen. Tuloksena masiina vaeltaa entistä innokkaammin...",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Kumitassut,"Tulivat koneen mukana, helppo ostaa, edulliset. Kätevät vaimentamaan koneen tärinää ja liukumista.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Pura pakkaus oilein,"Mainio pikkupesukone. Toimii mainiosti, kun purat pakkauksen huolella ja poistat kaikki tuet ja mutterit sekä asetat koneen huolella vaaka-asentoon.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Tassut ok,Kumitassut estävät kivilattian vahingoittumista.. Suosittelen jokaiselle. Kolinanestäjänä huippu,5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Toimivat kumitassut,"Vievät turhat kolinat varsin hyvin, vaikka ovat melko ohuet.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
tassut toimii,helppo asentaa ja tuntuu eristävän sen mitä läpysköiltä voi odottaa,4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
"Laita alle , kun uusit koneen","Ostin kumitassut koneen alle jälkikäteen.Ensin tilasin pesutornin ja sanoivat liikkeessä, kun tassuja ei silloin ollut, että kone ei niitä tarvitse, kun ostin pesutornin, niin painoa on niinkin paljon , että kone ei liiku.Kyllä kone liikkuu ja yksin niitä tassuja koneen alle ei saa.Kun ostat tornin ja otat asennuksen,niin siinä osta samalla ne tassut, niin asentajat laittavat ne paikoilleen.",3,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Hyvät on tassut,"Asensin uuteen kotiin, uuden koneen alle. En toki osaa sanoa, miten kone olisi liikkunut tai tärissyt ilman näitä, mutta hyvin nämä istuvat koneen alle kuitenkin ja pitävät masiinan paikoillaan.",5,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=4,fi
Toimivat,"Ainakin pesukone on pysynyt paikoillaan. Yllätyin, kuin matalat nämä oikeasti ovat. Voisivat olla edullisemmat",3,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Kumitassut ei estä koneen liikkumista,"Täydensin Electrolux pesukoneostosta koneen alakulmiin asennettavilla kumitassuilla, jotta pesukone pysyisi paikallaan linkouksen aikana. Ei mitään vaikutusta, kone liikkui linkouksen aikana. Turha ostos.",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
EI kaikkiin pesukoneisiin eikä kaikkiin asennuksiin,"Sopi varmaan kaikkiin koneisiin, mutta +90kg painavalle pesukoneelle nurkka tai kalusteasennuksiin aivan mahdoton asentaa. Toisaalta ei se 90kg pesukone tärise muutenkaan. Tuotteessa itsessään ei vikaa.",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Ei ollut apua näistä,"Ovat liukkaat laattalattiaa vasten, varsinkin jos alle pääsee vettä. Kone lähti lingotessa liikkeelle, kun nämä olivat jalkojen alla. Vaikea myös laittaa takajalkojen alle, kun kone on seinän ja kaapin välissä.Saattaa muilla lattiatyypeillä toimia, mutta ei laattalattialla.",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Turha hankinta,"Näitä en tarvinnut, kone parempi omin jaloin (Upo).",1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Auttoi vähän,"Pesukoneen liikkuminen ja ääni vähenivät jonkun verran, muttei niin paljoa kuin odotin. Onneksi hinta ei ollut kova, joten olen melko tyytyväinen.",3,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Kumitassut pyykkikoneelle,"Auttaa pitämään konetta paikallaan, vaikeuttaa vähän koneen siirtämistä, vaimentaa runkoäänniä, suojaa muovimattoa.Koska märkätilojen lattiat on aina jotenkin vinossa, ja koneissa ei aina ole säädettäviä takajalkoja vaan usein pyörät siirtoa varten, niin tarvitsisi vielä sopivasta aineesta tehtyjä eripaksuisia ""prikkoja"" joiden avulla saisi koneen ihan vaakatasoon.",4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Turhat,Kone on parempi pitää omilla tassuilla tukevasti lattialla. Nämä vain lisäävät tärinää.,1,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Kumitassut,Erittäin kätevät. Painava tuote pysyy hienosti paikallaan.,4,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
Ei nyt mikään tosi hyvä!?,Ei kovin vaimenna ääntä? Mutta ei niin kone liiku paikaltaan,2,https://www.verkkokauppa.com/fi/product/118553/Kumitassut-pyykinpesukoneelle-4-kpl/reviews?page=5,fi
