otsikko,teksti,tahdet,url,kieli,lemmatized_text,mallin_ennuste
Ipod prot perheessä jo useammalle,"Ollaan osteetty jo monelle perheessä nämä koska ovat huippumukavat käyttää, asennus toimii kuin ajatus ja äänenlaatu ja tausrameluvaimennus on hyvää tasoa. Taitaa vielä tulla lisääkin ostettua näitä esim lahjaksi",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=7,fi,"ipod prot perhe jo usea olla osteetty jo moni perhe tämä koska olla huippu#mukava käyttää , asennus toimia kuin ajatus ja äänen#laatu ja tausra#melu#vaimennus olla hyvä taso . taita vielä tulla lisä ostettu tämä esim lahja",positiivinen
Hyvät kuulokkeet,"Ostin nämä vanhojen AirPod Pro kuulokkeiden tilalle. Ovat yhtä hyvät käyttää ja äänenlaatu, vastamelu ja akunkesto on hieman parempi kuin ennen.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=7,fi,"hyvä kuuloke ostaa tämä vanha airpod pro kuulokes tilalle . ova yhtä hyvä käyttää ja äänen#laatu , vastamelu ja akunkesto olla hieman hyvä kuin ennen .",positiivinen
Taattua laatua ekoympäristössä,Plussaa uusista ominaisuuksista:äänenvoimmaakuuden säätö kuullokkeestakeskustelun tunnistaminen äänenhallintaanPuhelun mykistämisen ja sulkemisen logiikan muutos: Painamalla kerran puhelun aikana mykistät tai poistat oman äänesi mykistyksen puheluissa. Kaksi kertaa painamalla lopetat puhelun.,5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=7,fi,taattu laatu ekoympäristö plussa uusi ominaisuus : äänen#voimmaakuus säätö kuullokkeestakeskustelu tunnistaminen äänen#hallinta#helelu mykistäminen ja sulkeminen logiikka muutos : painama kerran puhelun aika mykistä tai poista oma ääneti mykistys puhelu . kaksi kerta painaa lopetta puhelun .,positiivinen
Airpods pro 2,"Parhaat kuulokkeet mitkä olen ikinä omistanut, rakastan vastamelutoimintoa",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=7,fi,"airpods pro 2 parhaat kuuloke mikä olla ikinä omistaa , rakastaa vasta#melu#toiminto",positiivinen
Laadukkaat kuulokkeet Applelta,"Aiemmat useat in-ear kuulokkeet eivät ole pysyneet kunnolla korvassa, lisäksi äänenlaadussa ollut parantamisen varaa.Nämä toimii kuin junan vessa. iPhone / iPad / AppleTV. Lähteeksi valitsee oletuksena viimeisimmän / mistä ääni sillä hetkellä tulee kun kuulokkeet laitetaan korviin. Tarkemmin en vielä ole asetuksiin ehdinyt tutustua vaikka kerran AppleTV:n äänet tulivat luureista kun piti kuunnella musiikkia puhelimella.Äänenlaatu (kaikki äänialueet erottuu selkeästi)Todella hyvä vastamelu (hiljaisella äänenvoimakkuudella en kuullut edes pauhaavaa imuria taustalta)Pysyy jämäkästi korvissa (jopa aamulla herätessä ollut vielä napit korvilla)Säädöt selkeät kun hieman tutustuuFind me toiminto (niille joilla tapana hukata tavaroita)Ei paina vaikka olisi kyljellään tyynyä vastenAkunkesto sekä iPhonesta näkee sekä kotelon että molempien podien akun varauksenTodella siro latauskotelo kulkee mukana kätevästiVoi liittää muihinkin kuin Apple laitteisiinEli näistä ei mitään huonoa sanottavaa, täyden 5 tähden kuulokkeet. Suosittelen",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=7,fi,"laatukka kuuloke applel aiempi usea intear kuuloke ei olla pysyä kunnolla korva , lisäksi äänen#laatu olla parantaminen vara . tämä toimia kuin juna vessa . i phone / ilad / appletv . lähteeksi valita oletus viimeinen / mikä ääni sillä hetki tulla kun kuuloke laittaa korva . tarkemm ei vielä olla asetus ehdinyt tutustua vaikka kerran AppleTV ääni tulla luuri kun pitää kuunnella musiikki puhelin . äänen#laatu ( kaikki ääni#alue erottuu selkeästi ) tode hyvä vastamelu ( hiljainen äänen#voimakkuus ei kuulla edes pauhaava imuria tausta ) pysyy jämäkästi korva ( jopa aamu herätä olla vielä nappi korva ) säädöt selkeä kun hieman tutus#tuuFi minä toiminto ( se joka tapa hukata tavara ) ei painaa vaikka olla kyljellä tyyny vastenA#kunkesto sekä iPhone nähdä sekä kotelo että molemmat podi akun varauksento siro lataus#kotelo kulkea mukana kätevästi voi liittää muuhi kuin Apple laite eli tämä ei mikään huono sanoa , täysi 5 tähti kuuloke . suositella",positiivinen
Kaikkeen käyttöön,"Mukavat, hyvä äänenlaatu. Puhelukäytössä kelvollinen äänen laatu. Kuuntelukäytössä aivan loistavat kunhan vaan sopivat omaan korvaan. Akun kesto ok.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=7,fi,"kaikke käyttö mukava , hyvä äänen#laatu . puhelu#käyttö kelvollinen ääni laatu . kuuntelu#käyttö aivan loistava kunha vaan sopia oma korva . aku kesto ok .",positiivinen
Parhaat kuulokkeet!,"Nämä nappikuulokkeet ovat mahtavia! Aktiivisella melunvaimennuksella ne estävät kaiken ei-toivotun melun, mikä antaa sinulle autuaan musiikkikokemuksen. Istuvuus on erittäin mukava, ja erilaisten silikonikärkien avulla löydät täydellisen korviisi. Äänenlaatu on huippuluokkaa, tuottaa teräviä huippuja ja syvä basso. Usb C on erinomainen ratkaisu uusiin malleihin, kuten myös latausjohto kangaspäällisessä! Kyllä! He ovat oppineet tekemään johtoja!",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"parhaat kuuloke ! tämä nappi#kuuloke olla mahtava ! aktiivinen melun#vaimennus se estää kaikki ei#toivottu melu , mikä antaa sinä autu musiikki#kokemus . istuvuus olla erittäin mukava , ja erilainen silikoni#kärkä apu löytä täydellinen korviisi . äänen#laatu olla huippu#luokka , tuottaa terävä huippu ja syvä basso . usb C olla erinomainen ratkaisu uusi malli , kuten myös lataus#johto kangas#päällinen ! kyllä ! hän olla oppine tehdä johtoja !",positiivinen
AirPods pro2,Hyvä tuote!Vastamelu ihana ominaisuusTuote on toimiva (kuulokkeiden yhdistäminen puhelimeen)Helppo käyttöiset,5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,airpods pro2 hyvä tuote ! vastamelu ihana ominaisuus#Tuote olla toimia ( kuulokes yhdistäminen puhelin ) helppo käyttöinen,positiivinen
Hyvä ostos!,"Sopii hyvin korviin, blokkaa erittäin hyvin taustaäänet, tyytyväinen.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"hyvä ostos ! sopii hyvin korva , blokka erittäin hyvin taustaäänet , tyytyväinen .",positiivinen
Toimii,Nämä toimii kuin ennen vanhaa junan vessat. Ääni on minusta parempi kuin edellisen sukupolven versiossa. Toivotaan että kestävät myös kuin entiset,5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,toimi tämä toimia kuin ennen vanha juna vessa . ääni olla minä hyvä kuin edellinen suku#polvi versio . toivota että kestävä myös kuin entinen,positiivinen
Hyvät ja edulliset kuulokkeet,"Tuote täsmäsi oletustani, tuote on laadukas, kätevä ja mukava käyttää.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"hyvä ja edullinen kuuloke tuote täsmä oletus , tuote olla laadukas , kätevä ja mukava käyttää .",positiivinen
Hyvät ja laadukkaat,"Äänentoisto ja -laatu ovat hyvät. Vastamelu toimii tehokkaasti. Virtaa riittää hyvin. Apple ekosysteemissä nämä nappikuulokkeet toimivat loistavasti. Ainoa miinus tulee siitä, että välillä meinaa napit tippua korvasta.",4,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"hyvä ja laadukas äänentoisto ja laatu olla hyvä . vastamelu toimia tehokkaasti . virtaa riittää hyvin . Apple ekosysteemi tämä nappi#kuuloke toimia loistavasti . ainoa miinus tulla se , että välillä meinata nappi tippua korva .",positiivinen
Toimii,"Tekee mitä pitää,  helppokäyttöiset ja äänenlaatu on hyvä.  Toistaiseksi ei mitään bugeja tms. Yhdistetty iphone 13n.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"toimi tehdä mikä pitää , helppo#käyttöinen ja äänen#laatu olla hyvä . toistaiseksi ei mikään bugi tms . yhdistetty iphone 13 .",positiivinen
AirPods,Laadukkaat ja helppo käyttää muiden Applen tuotteiden kanssa 👍,4,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,airpods laatukka ja helppo käyttää muu Apple tuote kanssa 👍,positiivinen
Toimii melkein kuin ajatus,"iPhonen/iPadin kanssa todella hyvä yhteispeli ja yhdistyvyys. Äänenlaatu hyvä. Vastamelu päästää vähän enemmän häiritseviä ääniä läpi kuin toiset kuulokkeeni, ja vähemmän puheääntä, mutta silti aivan toimiva. Automaattinen puheentunnistus on ihmeen hidas, eli kun alkaa puhumaan, niin muutaman sanan aikana vastamelu ei edes lähde päältä, jolloin keskustelukaverin puhekaan ei kuulu kunnolla.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"toimi melkein kuin ajatus iPhonen/iPad kanssa todella hyvä yhteis#peli ja yhdistyvyys . äänen#laatu hyvä . vastamelu päästää vähän enemmän häiritseviä ääni läpi kuin toinen kuuloke , ja vähemmän puheä , mutta silti aivan toimia . automaattinen puheen#tunnistus olla ihmeen hidas , eli kun alkaa puhua , niin muutama sana aika vastamelu ei edes lähteä päältä , jolloin keskustelu#kaveri puhekas ei kuulua kunnolla .",positiivinen
Airpods Pro - täysin hintansa väärti,"YleiskuvausAivan mahtava tuote, päivittäiskäytössässä ollut vanhempi pari (+3 vuotta) veti viimeiset henkäyksensä ja ostin nämä uudemman generaation airpods prot ja ei voi muuta kuin hattua nostaa, aikasempaakin sukupolvea paremmat ominaisuudet (vastamelu, läpikuuluvuus, adaptiivinen) ja voin sanoa että elämänlaadun kannalta tämä on, epäilyksettä, yksi parhaimpia ostoksia jota voi tehdä, ellei jo ole jonkinmoinen audiofiili ja satsannut äänentoistoon tuhansia. Vaikka kuinka yritän, en oikeastaan löydä näistä mitään haittapuolia. Mahdollisesti hinta, mutta viimeiset airpoidini kestivät +3 vuotta ja päivittäiskäytössä tuolle hinnaksi tulisi varmaan 0.20€/päivä?HelppokäyttöisyysUskomattoman saumattomasti toimii minkä tahansa puhelimen kanssa, itse käytän myös windows 10-pcn kanssa ja ei mitään ongelmia saada laitteita skulaamaan. Vastamelu/läpikuuluvuus toimii moitteettomasti.ÄänenlaatuMahtava, suodattaa turhat ympäristön äänet pois vastamelua käyttäen ja jopa äänekkäissä ympäristöissä hoitavat täydellisesti työnsä. Äänen laatu itsessään on jopa yllättävän hyvä, olen hyvin tietoinen että Applen tuotteissa on yleensä ilmaa osa hinnasta mutta Airpods Pro, suolaisen hintalappunsa kera, toimittaa laatua rahan vastineeksi. Kun asetin oikeanmuotoiset korvapehmusteet oli vaikeaa edes erottaa ympäriltä tulevia ääniä vastamelun ja hyvin sovitettujen pehmusteiden läpi. En ole audiofiili, mutta mielestäni podit toistavat korkeita ja matalia ääniä kiitettävän hyvin. Olen kuitenkin vähän ronkeli ja valittaisin, jos tuote ei vastaisi odotuksiani. Ja Airpods Pro vastaa odotuksiani, ja enemmänkin.KäyttömukavuusPodit yhdistävät sekunneissa kun niitä tarvitset avatessasi latauskopan. En keksi oikeastaan mitään valittamista/korjattavaa mikä tulisi mieleen. Helppo prosessi pairata podit mihin tahansa elektroniseen laitteeseen joka niitä tukee, ei turhaa venkslaamista tai mitään joka haittaisi käyttäjäkokemusta millään lailla.Tuotteen laatuTaattua Apple-laatua. Tyylikäs, hyvin vahvasti yhteen liimattu rakenne, kestävä latauskotelo, useita vaihtotulppia erikokoisille korville. USB-C laturi, käyttöohjeet ja kaikki tarvittava mukana.Ainoat oikeat haittapuolet eivät liity niinkään tuotteeseen itseensä, vaan Applen politiikkaan korjausten suhteen, mikä onkin asia erikseen. Mutta Airpods Pro -täysin hintansa väärti. En itse edes voinut uskoa, että elämänlaatu voisi parantua näin paljon pelkkien kuulokkeiden avulla. Helppous, tyylikkyys, laatu ja ominaisuuksien määrä. Nämä kaikki tekevät tästä ostoksen, jota voisin lämpimästi suositella kenelle vain.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"airpods pro - täysin hinta väärti yleis#kuvaus#Aiva mahtava tuote , päivittäis#käytös olla vanha pari ( +3 vuosi ) vetää viimeinen henkäys ja ostaa tämä uusi generaatio airpods prot ja ei voida muu kuin hattua nostaa , aika#sempaakki suku#polvi hyvä ominaisuus ( vastamelu , läpi#kuuluvuus , adaptiivinen ) ja voida sanoa että elämän#laatu kanta tämä olla , epäilys , yksi hyvä ostos joka voida tehdä , jos ei jo olla jonkinmoinen audiofiili ja satsannut äänentoisto tuhat . vaikka kuinka yrittää , ei oikeastaan löydä tämä mikään haitta#puoli . mahdollisesti hinta , mutta viimeinen airpo kestää +3 vuosi ja päivittäis#käyttö tuo hinta tulla varmaan 0.20€ / päivä ? helppo#käyttöisyys#komatomat saumattomasti toimia mikä tahansa puhelin kanssa , itse käyttää myös windows 10-pcn kanssa ja ei mikään ongelma saada laite skulaama . vastamelu / läpi#kuuluvuus toimia moitteettomasti . äänen#laatu#Mahtava , suodatta turha ympäristö ääni pois vasta#melu käyttää ja jopa äänekäs ympäristö hoitaa täydellisesti työ . ääni laatu itsessään olla jopa yllättävä hyvä , olla hyvin tietoinen että Apple tuote olla yleensä ilma osa hinta mutta airpods pro , suolainen hinta#lappu kera , toimittaa laatu raha vastine . kun asetin oikean#muotoinen korva#pehmuste olla vaikea edes erottaa ympäri tuleva ääni vasta#melu ja hyvin sovitettu pehmustea läpi . ei olla audiofiili , mutta mieli poti toistava korkea ja matala ääni kiitettävä hyvin . olla kuitenkin vähän ronkeli ja valittaiset , jos tuote ei vastata odotus . ja airpods pro vastata odotus , ja enemmän . käyttö#mukavuus#Potit yhdistävä sekunti kun se tarvit avates lataus#koppa . ei keksiä oikeastaan mikään valittaminen / korjata mikä tulla mieli . helppo prosessi pairata poti mikä tahansa elektroninen laite joka se tukea , ei turha venkslaaminen tai mikään joka haittaisi käyttäjä#kokemus mikään lailla . tuote laatu#Taattu Apple#laatu . tyylikäs , hyvin vahvasti yhteen liimattu rakenne , kestävä lataus#kotelo , usea vaihto#tulppa erikokoinen korva . USB#C laturi , käyttö#ohje ja kaikki tarvittava mukana . ainoa oikea haitta#puoli ei liittyä niin tuote itse , vaan Apple politiikka korjaus suhteen , mikä olla asia erikseen . mutta airpods pro täysi hinta väärti . ei itse edes voida uskoa , että elämän#laatu voida parantua näin paljon pelkkä kuulokes apu . helppous , tyylikkyys , laatu ja ominaisuus määrä . tämä kaikki tehdä tämä ostos , joka voida lämpimästi suositella kene vain .",positiivinen
Mukavat korvissa,"Kuulokkeiden äänenlaatu on hyvä, edelliset Beats Studio Budsit eivät oikein mahtuneet korviin, varsinkin oikeasta korvasta jäi ""löysähkö"" olo, näissä ei sitä ongelmaa enään ole, USB-C on hyvä lisäys kans.",4,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"mukava korva kuulokesden äänen#laatu olla hyvä , edellinen beats studio budsi ei oikein mahtunut korva , varsinkin oikea korva jäädä "" löysähkö "" olo , tämä ei se ongelma enään olla , USB#C olla hyvä lisäys kanssa .",positiivinen
Good,"kätevä, kompakti ja viileäistuu mukavasti korvaan, ei putoa, ääni on hyvä, mutta parempiakin löytyy",4,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"good kätevä , kompakti ja viileäistuu mukavasti korva , ei puto , ääni olla hyvä , mutta hyvä löytyä",negatiivinen
Takuuvarmat nappikuulokkeet,Useampi pari tullut kulutettua halvempien brändien nappikuulokeita ja nyt testiin nämä Applen omat. Tähän asti toimineet moitteetta ja pysyvät kohtalaisesti korvissa. Tuotteen laatu/kustannus ei ole kuitenkaan yhtä hyvä kuin esimerkiksi JBL:llä.,3,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,takuu#varma nappi#kuuloke usea pari tulla kulutettu halvimpi brändi nappi#kuuloke ja nyt testi tämä Apple oma . tämä asti toimia moite ja pysyä kohtalaisesti korva . tuote laatu / kustannus ei olla kuitenkaan yhtä hyvä kuin esimerkiksi JBL .,positiivinen
Merkittävä parannus perus Airpodien jälkeen,"Arastelin AirPods 2:sista näihin siirtymistä sulkevan mallin takia, mutta kun tarvitsin vastamelutoimintoa kuntosalin taustamusiikkia poistamaan, kadutti lähinnä se etten tehnyt tätä siirtymää aiemmin. Äänenlaatu on aivan huippuluokkaa, vastamelu toimii kuin unelma, ja ohjausnapit ja erityisest volumen säätö korvasta tekee näistä aivan spektaakkelimaisen hyvät kuulokkeet.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"merkittävä parannus perus airpodie jälkeen arastelin airpods 2 tämä siirtyminen sulkeva malli takia , mutta kun tarvita vasta#melu#toiminto kuntos#ali tausta#musiikki poistaa , kadutti lähinnä se että ei tehdä tämä siirtymä aiemmin . äänen#laatu olla aivan huippu#luokka , vastamelu toimia kuin unelma , ja ohjaus#nappi ja erityises volumen säätö korva tehdä tämä aivan spektaakkelimainen hyvä kuuloke .",positiivinen
Airpods Pro,"Pysyy hyvin korvissa, hyvä äänenlaatu, pieni miinus vastamelusta, voisi olla parempi.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"airpods pro pysyy hyvin korva , hyvä äänen#laatu , pieni miinus vasta#melu , voida olla hyvä .",positiivinen
Erittäin hyvä,Erittäin hyvä toimii täydellisesti ei ongelmia äänenlaatu on todella hyvä,5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,erittäin hyvä erittäin hyvä toimia täydellisesti ei ongelma äänen#laatu olla todella hyvä,positiivinen
Parhaat kuulokkeet,"Toimitus oli todella nopea ja kuulokkeet oli suojattu hyvin. Tuotteen osto oli nopea ja helppo tehdä. Tulen ostamaan tulevaisuudessa verkkokaupasta hyvinkin paljon, kerta kaikki onnistui moitteitta.Kuulokkeissa ei ole myöskään ilmennyt minkäänlaista vikaa.",5,https://www.verkkokauppa.com/fi/product/894697/Apple-AirPods-Pro-2-nappikuulokkeet-ja-MagSafe-lataus-kotelo/reviews?page=8,fi,"parhaat kuuloke toimitus olla todella nopea ja kuuloke olla suojata hyvin . tuote osto olla nopea ja helppo tehdä . tulla ostaa tulevaisuus verkko#kauppa hyvin paljon , kerta kaikki onnistua moite . kuuloke ei olla myöskään ilmetä minkäänlainen vika .",positiivinen
